;Nframes;final_subj_score;ds;lt;vid_fps;PSNR_vec;PSNR_mean;PSNR_hyst;PSNR_kmeans;PSNR_perc;PSNRhvs_oss_vec;PSNRhvs_oss_mean;PSNRhvs_oss_hyst;PSNRhvs_oss_kmeans;PSNRhvs_oss_perc;SSIM_vec;SSIM_mean;SSIM_hyst;SSIM_kmeans;SSIM_perc;MSSIM_vec;MSSIM_mean;MSSIM_hyst;MSSIM_kmeans;MSSIM_perc;STRRED_vec;STRRED_mean;STRRED_hyst;STRRED_kmeans;STRRED_perc;GMSD_vec;GMSD_mean;GMSD_hyst;GMSD_kmeans;GMSD_perc;NIQE_vec;NIQE_mean;NIQE_hyst;NIQE_kmeans;NIQE_perc;VMAF_vec;VMAF_mean;VMAF_hyst;VMAF_kmeans;VMAF_perc;ns;tsl;continuous_subj_score;SSIM_SQI;MSSIM_SQI;PSNR_SQI;VSQM
29;1875.0;-0.2211792817326959;13.333333333333334;0.0;24.0;"[30.13009967 30.22954352 30.00471266 ... 32.41125854 32.22028858
 32.77626585]";33.174882441023186;32.06790889705563;31.385316091263014;29.05512853715873;[25.8432 25.998  25.6408 ... 27.6705 27.3821 27.9622];28.66111845659163;27.536683180429193;26.845624367695397;24.426527272727267;[0.90311436 0.90602445 0.89901102 ... 0.94532082 0.94201585 0.94466879];0.9459084560408675;0.9308604525071014;0.9042598439760161;0.8670507332051213;[0.92631534 0.92879618 0.92254018 ... 0.95916455 0.95682773 0.95888722];0.959372036439303;0.9477332651815118;0.930779392586461;0.9056458202214823;"[ 73.22020757  87.79161837 110.5373632  ...  63.78489094  66.35585475
  66.35585475]";60.35136006980513;41.940334038198316;46.24629215090126;206.0711282684786;[0.1179997  0.11607846 0.12041828 ... 0.0900933  0.09311125 0.08787302];0.08875926902607356;0.07649458112864614;0.07457360669791682;0.1628386456081624;[9.00404772 8.72933404 8.92471402 ... 8.80329162 8.81253948 8.82191557];9.506589002134673;9.150275963161482;9.173307007349873;10.842252728011502;[0.         0.         0.         ... 3.80009975 0.22750477 9.11127009];17.07199995871942;10.998087302853474;13.980599941423229;0.0;2.0;39.166666666666664;"[-0.27310844 -0.27310844 -0.27310844 ...  0.38955048  0.39015957
  0.39174399]";0.85073;0.86245;25.8958;0.7712479686396624
30;1755.0;0.0759264469997856;8.333333333333334;13.875;24.0;"[30.13009967 30.22954352 30.00471266 ... 32.76467178 32.5888255
 33.45205462]";32.89934081449572;31.793543593222445;31.258718982166087;29.08526372821648;[25.8432 25.998  25.6408 ... 28.0827 27.8235 28.7596];28.291181864951756;27.168376059200337;26.61046120047017;24.457907792207788;[0.90311436 0.90602445 0.89901102 ... 0.95089879 0.94903091 0.95322815];0.9434900014031926;0.928461974481782;0.9051747314347481;0.8670600145653398;[0.92631534 0.92879618 0.92254018 ... 0.96320317 0.96204672 0.96512799];0.9576167857659559;0.9459958280409538;0.9313404454910198;0.9056458202214823;"[ 73.22020757  87.79161837 110.5373632  ...  45.50749295  38.58546836
  38.58546836]";68.3147240516543;47.58046536898138;52.39717016165899;209.38084845851404;[0.1179997  0.11607846 0.12041828 ... 0.08648268 0.08913633 0.08181713];0.09162373021835479;0.07926104727117593;0.07895903555044385;0.16266541937869858;[9.00404772 8.72933404 8.92471402 ... 8.87822781 8.82340388 8.74444717];9.718812911679493;9.356877405091277;9.276973521767156;11.019097890082145;"[ 0.          0.          0.         ...  5.54628784  2.58633107
 15.0698435 ]";13.243827229355952;7.488808871439071;11.130459369638757;0.0;1.0;29.708333333333332;"[-0.24815821 -0.24815821 -0.24815821 ...  0.45452751  0.45544404
  0.45579775]";0.87483;0.88825;28.1672;0.8501513929428244
31;1555.0;0.28291926576615933;0.0;22.166666666666668;24.0;"[30.13009967 30.22954352 30.00471266 ... 32.40497477 32.10809639
 32.58936314]";32.50032409658853;31.37997613555238;30.9496251545322;29.067779376175704;[25.8432 25.998  25.6408 ... 27.6307 27.2579 27.736 ];27.816098585208987;26.67681787281383;26.26897058835997;24.328820779220774;[0.90311436 0.90602445 0.89901102 ... 0.94527177 0.94151548 0.94283317];0.938608215733385;0.9223192728214749;0.9022766601984644;0.8670600145653398;[0.92631534 0.92879618 0.92254018 ... 0.95895697 0.95672618 0.95759964];0.9538645197496525;0.9412646602329869;0.9299681489224098;0.9056458202214823;"[ 73.22020757  87.79161837 110.5373632  ...  59.36086737  59.28702867
  59.28702867]";88.76189208136525;62.41459733213754;64.07983913709636;247.46315364828953;[0.1179997  0.11607846 0.12041828 ... 0.09030915 0.09321543 0.08847681];0.09492658807403061;0.08235756120295677;0.08324533556162232;0.16266541937869858;[9.00404772 8.72933404 8.92471402 ... 8.86544886 9.0387347  8.86820443];9.873626263312433;9.519049252573339;9.33825397303315;11.187105372968363;[0.         0.         0.         ... 2.50947746 0.         7.14857279];9.317625924369137;4.21393705909898;8.08200506816757;0.0;0.0;21.416666666666668;"[-0.28223269 -0.28223269 -0.28223269 ...  0.4533279   0.45380228
  0.45422251]";0.93861;0.95386;32.5003;1.0
32;1437.0;1.5783976114506366;0.0;0.0;24.0;"[33.5457825  33.54748905 33.63074813 ... 31.21700658 31.09747113
 31.0742239 ]";31.000989138892763;30.48817739159606;30.245837636775207;29.045333888853914;[30.3997 30.4019 30.5641 ... 27.9396 27.8251 27.8211];27.69448079331937;27.14451998486574;26.925378021924153;25.61557042253521;[0.98897092 0.98900602 0.98922894 ... 0.98333745 0.9832204  0.98353999];0.985905376665087;0.9808555357314465;0.9829555352239754;0.979511850523264;[0.98422134 0.98425907 0.9844246  ... 0.97537304 0.97502713 0.97541927];0.9800379320637999;0.9748067112581701;0.9765614607073136;0.9723266302961856;[1.18815625 2.41204213 0.93626465 ... 1.28443539 1.63129583 1.63129583];2.9863439307215596;1.556831541453028;2.5683754776319088;13.907040966046797;[0.0572339  0.0571932  0.05561305 ... 0.07899959 0.07985066 0.07969113];0.07938812007401719;0.07537304689003305;0.07383587233283107;0.09940675212332309;[9.3235241  9.34016198 9.29674555 ... 9.11781214 8.86758721 9.16773832];8.752171437983614;8.460996295932503;8.131183571875628;9.734784374638732;"[46.20372406 46.30784991 48.17326729 ... 47.43692104 47.99527737
 47.90885049]";47.24346603159701;44.502249739969635;46.902281187037936;40.74354068020833;0.0;59.875;"[-0.37843859 -0.37843859 -0.37843859 ...  1.51960153  1.5202524
  1.52057024]";0.98591;0.98004;31.001;1.0
33;1629.0;0.2632196458329566;8.0;0.0;24.0;"[31.46272069 31.46214822 31.58904748 ... 28.58892761 28.38356644
 28.34134231]";28.623442957165647;28.103740171044713;27.971459525825427;26.508673475206802;[27.2113 27.2107 27.3981 ... 24.0774 23.8542 23.8125];24.203734933890036;23.66378899730936;23.546768173826724;22.0016985915493;[0.97499903 0.97501017 0.97573671 ... 0.95614617 0.95495753 0.95492676];0.963761672449081;0.955615389233014;0.9466550382872483;0.9358818507280972;[0.97074574 0.97075948 0.97122315 ... 0.94782505 0.9465045  0.94643856];0.9589980532028244;0.9512408869350821;0.9444612839522329;0.9342750591702269;"[ 4.2366487   7.15398323  2.63085929 ...  5.20495036 10.71768719
 10.71768719]";11.897137884356043;5.798665961278999;8.371191163419304;64.24273050868686;[0.09136437 0.09135701 0.08980704 ... 0.12904166 0.13130298 0.13205497];0.1232452272062746;0.11769798714981132;0.11319395764436574;0.1519278791794901;"[10.13063319 10.1665108  10.27342045 ...  9.88298563  9.69642891
  9.96861995]";9.8390095851506;9.503942461229073;9.237186556897676;10.834576507537735;"[13.79184414 13.73266582 17.00230284 ... 13.82346345 13.72418982
 13.55438569]";13.482540556595783;9.78117025660464;11.170426158570244;3.024133380567208;1.0;32.208333333333336;"[-0.33155023 -0.33155023 -0.33155023 ...  0.53914647  0.53950558
  0.53986469]";0.90625;0.90184;24.4632;0.8448090306400491
34;1437.0;0.30740658317523334;0.0;59.875;24.0;"[30.20997279 30.20722899 30.43833897 ... 27.078047   26.93800864
 26.92570106]";27.354509786208894;26.807744349937437;26.776739185605226;25.014643509458644;[25.4644 25.4611 25.7697 ... 22.1017 21.9644 21.9503];22.51086102992348;21.95410590164456;21.94760920680827;20.085628169014086;[0.95686066 0.95679557 0.95836903 ... 0.9205994  0.9200043  0.92126251];0.9408259105133031;0.9303737694774323;0.9211282931193492;0.9074645395275859;[0.95607205 0.95602427 0.95719853 ... 0.91716072 0.91628327 0.91725474];0.9397572424353888;0.9302755194579577;0.9223560124744848;0.9106393189588735;"[13.23788171 25.7150057   9.15501991 ... 11.20131681 18.92384951
 18.92384951]";24.08906462938332;11.880630804006664;16.855026306272247;93.96563977692121;[0.11479209 0.11486763 0.11236441 ... 0.1577957  0.1594034  0.15929676];0.1481306143750451;0.14237798623682696;0.13720798494744946;0.17948628727123062;"[10.64234771 10.68144704 10.71088719 ... 10.2804437  10.20572541
 10.18890975]";10.302765373929981;10.029291175423177;9.996449722962108;11.246366155796805;[0. 0. 0. ... 0. 0. 0.];0.9904969554083276;0.23497050915255907;0.9816346564397407;0.0;0.0;59.875;"[-0.28827231 -0.28827231 -0.28827231 ...  0.27918442  0.28184547
  0.28299606]";0.94083;0.93976;27.3545;1.0
35;1533.0;0.12034183562495517;4.0;59.875;24.0;"[30.45616799 30.45585997 30.60100656 ... 27.31360689 27.21838226
 27.19881896]";27.474782238739248;26.951443891693295;26.78450470722806;25.3829728588862;[25.7799 25.7804 25.9721 ... 22.3738 22.2835 22.2712];22.65189116214335;22.12294510626053;21.93514846292848;20.50861267605633;[0.96292141 0.96293358 0.96391224 ... 0.93128838 0.93127694 0.93228907];0.9450261629119426;0.9350482750464985;0.9258704877101995;0.9059732664913841;[0.96083363 0.96085641 0.96156325 ... 0.92565123 0.92530382 0.92618106];0.9430917397661374;0.9339415514137305;0.9249303299503584;0.910417853418919;"[ 4.52346595 11.02855345  2.03867079 ...  4.74796171  6.63363196
  6.63363196]";18.813945590399918;9.357651780167558;13.227227533154167;95.71100517165614;[0.11098467 0.11095179 0.10932631 ... 0.15424053 0.1547143  0.15460644];0.14570031073307163;0.14021464129439862;0.1334661992412546;0.1735687854602324;"[10.78621485 10.81687335 10.86267517 ... 10.38012658 10.22152416
 10.318826  ]";10.307717621463054;10.030981817783006;9.80131318729378;11.161789300887216;[0. 0. 0. ... 0. 0. 0.];0.958333304139603;0.21719439327957885;0.9503552656051483;0.0;1.0;27.083333333333332;"[-0.23628218 -0.23628218 -0.23628218 ...  0.26704299  0.26745052
  0.26833507]";0.91983;0.91793;25.3938;0.931834162336443
36;1437.0;0.19014961083943568;0.0;10.875;24.0;"[31.46272069 31.46214822 31.58904748 ... 28.11000126 27.77373637
 27.67189179]";28.056015899516538;27.40887398613239;26.056152846318906;22.963773188822813;[27.2113 27.2107 27.3981 ... 23.4979 23.1302 23.0028];23.532021851078667;22.856139875843944;21.051499735170516;17.915629577464788;[0.97499903 0.97501017 0.97573671 ... 0.94515181 0.94204602 0.9421568 ];0.9483340273851851;0.9361361883566104;0.8510282356003208;0.806383899011178;[0.97074574 0.97075948 0.97122315 ... 0.93839712 0.9355167  0.93552886];0.9466625236361411;0.9356959100867919;0.860371032113407;0.8317285701802531;"[ 4.2366487   7.15398323  2.63085929 ... 19.84575366 34.61080873
 34.61080873]";27.79919882221274;13.613467626074344;22.82665465968609;570.844947163837;[0.09136437 0.09135701 0.08980704 ... 0.13725573 0.14164586 0.14193449];0.13339814584822718;0.12678988651203923;0.12412067422011135;0.21538285774052293;"[10.13063319 10.1665108  10.27342045 ... 10.0572461   9.8006326
  9.98624358]";9.97045227124291;9.632539514373297;9.371681864114485;10.79120213302064;"[13.79184414 13.73266582 17.00230284 ...  8.36488307  7.35721382
  6.76669185]";11.35596749249261;8.030855506513952;11.173396442050834;0.0;0.0;21.333333333333332;"[-0.29549429 -0.29549429 -0.29549429 ...  0.77042132  0.77285424
  0.77432789]";0.94833;0.94666;28.056;1.0
37;1757.0;-0.0047307102219267;13.333333333333334;0.0;24.0;"[31.63136614 31.6313698  31.6920952  ... 28.35112498 28.13694196
 28.01031563]";28.57608051700338;28.00382454128092;27.90586835916489;25.20336698614769;[27.4447 27.4458 27.5419 ... 23.7838 23.5567 23.4103];24.15339373695199;23.550285536532435;22.896331802641154;20.414309859154933;[0.97818172 0.97820778 0.97858404 ... 0.94947987 0.94856303 0.94845534];0.9622349999330435;0.9535465471498933;0.9114555733068548;0.9038405500549673;[0.97334137 0.97336007 0.97357728 ... 0.94222341 0.94107094 0.94085334];0.9577898574386434;0.9495570423974807;0.9164059327238814;0.9085378272468855;"[ 3.3844875   4.01554085  1.45179168 ... 10.22167209 19.4361799
 19.4361799 ]";13.153965617879061;6.461878275040848;10.857888516042685;152.14163938208594;[0.08882528 0.08883021 0.08772631 ... 0.13249524 0.13545457 0.13692447];0.12396516854383709;0.11797971379113394;0.11171458994318874;0.17458544384402566;"[10.19211451 10.19049604 10.24804841 ... 10.06119617  9.76388636
 10.04288388]";9.848922068556474;9.52028641042032;9.272296388913118;10.84158460155464;"[16.67804776 16.84865629 19.05424846 ... 10.56751337 10.63101405
  9.45035554]";13.318670237704612;9.60252688808124;11.654746948962233;1.1175610440423398;2.0;36.625;"[-0.25895188 -0.25895188 -0.25895188 ...  0.55139762  0.5510808
  0.5510808 ]";0.86209;0.8582;21.9823;0.7724371807750551
38;1637.0;0.036728596495992805;8.333333333333334;13.875;24.0;"[31.63136614 31.6313698  31.6920952  ... 28.65424108 28.50519312
 28.44841902]";28.237045835659693;27.677383823116354;27.529862388031503;25.01720461086588;[27.4447 27.4458 27.5419 ... 24.1638 24.0097 23.9513];23.71266047320807;23.125271725574873;23.107159572255366;20.081336619718314;[0.97818172 0.97820778 0.97858404 ... 0.95703563 0.9561095  0.95647524];0.9566998612159272;0.946983260239027;0.9297967551675426;0.9050296100819968;[0.97334137 0.97336007 0.97357728 ... 0.94864465 0.94755818 0.94781001];0.953271180078709;0.9442612212688126;0.9303312077400157;0.9089020735056381;[3.3844875  4.01554085 1.45179168 ... 4.28840166 7.14666788 7.14666788];17.066861885117344;8.412571826539583;11.629710527131122;126.26081097433948;[0.08882528 0.08883021 0.08772631 ... 0.12789872 0.12993291 0.13043281];0.1303520275861465;0.12411613224979649;0.1162239281138103;0.1790924533065374;"[10.19211451 10.19049604 10.24804841 ...  9.97737102  9.68423962
  9.98741555]";10.029615935344788;9.717890453965659;9.31373747314623;10.896279552594665;"[16.67804776 16.84865629 19.05424846 ... 14.60017712 15.35346393
 15.14077334]";10.855088686504049;7.850069840915835;10.688794099473865;0.0;1.0;27.208333333333332;"[-0.20663487 -0.20663487 -0.20663487 ...  0.26962472  0.27121764
  0.27265751]";0.88552;0.88238;23.8794;0.8388934827820599
39;1437.0;0.4137922343878289;0.0;22.208333333333332;24.0;"[31.63136614 31.6313698  31.6920952  ... 28.2825355  28.0431143
 27.89137097]";27.69377237656093;27.024596903312304;25.45183267213322;23.142464899112127;[27.4447 27.4458 27.5419 ... 23.7063 23.4416 23.2664];23.089399443284655;22.392011513863057;20.608251554058825;18.075708450704234;[0.97818172 0.97820778 0.97858404 ... 0.94807096 0.94637438 0.94588783];0.940584617104697;0.9275320611464026;0.8717949437155845;0.8365326698476578;[0.97334137 0.97336007 0.97357728 ... 0.94100563 0.93924818 0.93875446];0.9405228353433378;0.9289217065290895;0.8816298444913908;0.8548524950726873;"[ 3.3844875   4.01554085  1.45179168 ... 12.06432274 20.58287097
 20.58287097]";38.36459215094333;19.644815552351247;28.02857369756148;404.83373520198444;[0.08882528 0.08883021 0.08772631 ... 0.13351392 0.13688    0.13857103];0.1397219377721897;0.1328584892204553;0.12455547799403058;0.2088891970566586;"[10.19211451 10.19049604 10.24804841 ... 10.18792373  9.93996758
 10.13828079]";10.128242318927212;9.830956136720138;9.733146784790371;10.96912688041601;"[16.67804776 16.84865629 19.05424846 ... 10.09399566 10.02837442
  8.39532445]";9.478470884365478;6.980412037586031;8.5618336027543;0.0;0.0;18.875;"[-0.32556908 -0.32556908 -0.32556908 ...  0.77548335  0.77456335
  0.77456335]";0.94058;0.94052;27.6938;1.0
40;1718.0;1.3262906864484392;0.0;0.0;24.0;"[33.20989436 33.25554251 33.13913093 ... 34.66243001 34.55374553
 34.44842973]";32.64844147331902;31.83828086904619;30.42889185977467;28.73863404172385;[29.0743 29.0949 28.9932 ... 30.1858 30.0937 30.0056];29.166759313154778;28.39832896290174;27.21783762267826;25.609701176470605;[0.98742119 0.98740806 0.98705719 ... 0.98730756 0.98667383 0.98594413];0.9874618366726159;0.9831724228165577;0.9801155657606418;0.9768565987777004;[0.98330948 0.9832758  0.98294623 ... 0.98446082 0.98397672 0.98337522];0.9837992591343834;0.9793173098477556;0.9711849995067335;0.9691405100073228;"[ 9.58446372  2.80721703 13.11235435 ... 27.53472612 29.5650881
 29.5650881 ]";10.483146004816941;6.163805965189026;7.568385309115699;39.26855861930877;[0.07264547 0.0724876  0.07322372 ... 0.06879045 0.06977314 0.07080017];0.06683251501677819;0.061921786542721395;0.05824291662124648;0.09393265589187119;"[10.03782493 10.02954159 10.02213724 ...  9.23689707  9.04026344
  8.87140446]";8.560972429923638;8.292339479174352;8.22373548651971;10.035428402099367;"[49.06069088 48.97121159 48.54834728 ... 48.33326865 47.13333039
 47.20158373]";46.60678744126351;43.787712601453684;42.529673945974125;35.59728002887508;0.0;71.58333333333333;"[-0.38278376 -0.38278376 -0.38278376 ...  1.4208343   1.42043946
  1.42035048]";0.98746;0.9838;32.6484;1.0
41;1910.0;0.4106326405640887;8.0;0.0;24.0;"[30.54697827 30.57153233 30.47884319 ... 31.84410453 31.86446877
 31.90814031]";30.334735130666356;29.573499683291512;28.20629399178671;26.618816545901105;[25.5689 25.5772 25.4947 ... 26.6549 26.7186 26.802 ];25.785290162980168;25.060067116596652;23.99197629233708;22.27634470588236;[0.96956984 0.96967722 0.96901801 ... 0.97155092 0.97152602 0.97148791];0.9701351197235899;0.9641363609076339;0.9527726996336274;0.9452626908141927;[0.96562588 0.96558576 0.96505445 ... 0.96920175 0.96940421 0.96925295];0.9674864899452683;0.9614941356588576;0.9471606589707352;0.9374332514968641;"[14.59482125  5.94432719 20.21615446 ... 49.14453685 51.88662808
 51.88662808]";25.546201170176058;16.113644560513908;18.843390866743853;99.4284928092275;[0.11483579 0.11465139 0.11555804 ... 0.10932755 0.10739322 0.1076327 ];0.10194934338443519;0.0958787092747275;0.08945301408966308;0.1405950329840535;"[11.79911583 11.7908242  11.79221994 ... 10.31823311 10.17006579
 10.20541994]";9.88989922540248;9.572268562524298;9.488209080667422;11.576765679445863;"[17.5363324  17.55544542 16.93005509 ... 17.47832321 17.13672773
 17.85092056]";13.120595137510449;9.657769342598291;10.70270625233873;0.0;1.0;38.083333333333336;"[-0.29180333 -0.29180333 -0.29180333 ...  0.74874556  0.74874556
  0.74910217]";0.9146;0.91204;26.5159;0.8684365366515352
42;1718.0;0.4397501203142045;0.0;71.58333333333333;24.0;"[29.09855898 29.11457289 29.03818312 ... 29.97369373 29.82217675
 29.72368775]";28.989686004823312;28.247610325498172;26.98151097598924;25.305124004996305;[23.788  23.7905 23.727  ... 24.568  24.4525 24.3608];23.998418451688046;23.287877885704358;22.333154589770356;20.43752470588235;[0.95008106 0.95018708 0.94923506 ... 0.94799342 0.94543422 0.94442245];0.9520727758328402;0.9446894660488079;0.92361184482449;0.9104747858935791;[0.94856913 0.94848314 0.94777499 ... 0.94961335 0.94770936 0.94666858];0.9521045481591129;0.9449777784749488;0.9192790109321302;0.9065884969500405;"[ 33.2934125    7.94098813  38.03995275 ...  94.6326346  116.91754261
 116.91754261]";39.58554647768439;25.73383730788211;30.789988219325362;150.5149502352926;[0.14042983 0.14028549 0.14119431 ... 0.13744057 0.13921124 0.13901885];0.12319097216379304;0.11656650853191204;0.10953712546836894;0.16703923528651884;"[11.7033275  11.68535682 11.6910141  ... 10.60722651 10.47745678
 10.57005687]";10.567151526519291;10.299299842368608;10.207244135105618;11.527999285319586;[0. 0. 0. ... 0. 0. 0.];0.9046578030699828;0.18100311040067424;0.9018059860996339;0.0;0.0;71.58333333333333;"[-0.26605656 -0.26605656 -0.26605656 ...  0.54539635  0.54539635
  0.54617772]";0.95207;0.9521;28.9897;1.0
43;1814.0;0.19971882991077697;4.0;71.58333333333333;24.0;"[29.10205666 29.12007159 29.04251009 ... 30.14211686 30.02690603
 29.96598694]";29.07129396423301;28.325200147091483;27.371336336141283;25.32115336109601;[23.7877 23.7935 23.7289 ... 24.7297 24.6626 24.6177];24.0897993597206;23.37501163061639;22.43777220626802;20.455087058823523;[0.9505099  0.95061371 0.94961877 ... 0.95041284 0.94889821 0.9482586 ];0.9547255461407544;0.9474985344359477;0.9283050222898033;0.9157489458973718;[0.94892019 0.94884145 0.94810139 ... 0.9514524  0.95054145 0.94978336];0.9542507177608116;0.9472423216605658;0.9324997093548184;0.9112117385564215;"[ 28.99893503  10.84538565  27.7157091  ...  76.34638736 139.55315347
 139.55315347]";32.42304346363111;20.997323703309362;24.000549774788986;126.23618009249108;[0.14036144 0.1402032  0.14112743 ... 0.13581881 0.13585895 0.13573564];0.1218874602733813;0.11526031974771296;0.1085082882188682;0.16471085742020608;"[11.6570989  11.60232966 11.54700429 ... 10.44679667 10.38748746
 10.44067939]";10.525815123617859;10.26772825176814;10.1985736964613;11.447811501875123;[0. 0. 0. ... 0. 0. 0.];1.085711376778825;0.25509496547711324;1.078350529870106;0.0;1.0;32.958333333333336;"[-0.34297524 -0.34297524 -0.34297524 ...  0.62702032  0.62664841
  0.62665757]";0.92976;0.92929;27.0877;0.9426569463907052
44;1718.0;0.7760752590975902;0.0;10.875;24.0;"[30.54697827 30.57153233 30.47884319 ... 31.51265125 31.47995863
 31.34648379]";30.013610613120253;29.26554072768777;28.64543825661709;26.618816545901105;[25.5689 25.5772 25.4947 ... 26.3021 26.315  26.1868];25.37814976717114;24.664883838914985;23.99520582257403;22.209083529411767;[0.96956984 0.96967722 0.96901801 ... 0.96826892 0.96778961 0.96660106];0.9643416252684021;0.9575999421663143;0.9442955649948084;0.9329346104226683;[0.96562588 0.96558576 0.96505445 ... 0.9663596  0.96605768 0.96507105];0.962743391998341;0.9561765975948531;0.9446590937166784;0.9360305216965396;"[14.59482125  5.94432719 20.21615446 ... 71.71521112 85.81156313
 85.81156313]";34.7873071854984;22.223667322623758;25.45536978847809;185.28653296007786;[0.11483579 0.11465139 0.11555804 ... 0.11319536 0.11266141 0.11398887];0.10680633534423523;0.10050754220606911;0.09089338349576292;0.14043229509133812;"[11.79911583 11.7908242  11.79221994 ... 10.16549286 10.03036255
 10.07838627]";10.06241340334004;9.731358490148088;9.547726887641526;11.53312801343242;"[17.5363324  17.55544542 16.93005509 ... 14.10540469 13.97748958
 13.44167088]";11.170565518344773;8.068814935495185;9.323499155038652;0.0;0.0;27.208333333333332;"[-0.37418536 -0.37418536 -0.37418536 ...  0.87941238  0.87956031
  0.87930407]";0.96434;0.96274;30.0136;1.0
45;2038.0;-0.08084766263322303;13.333333333333334;0.0;24.0;"[30.53131146 30.55693717 30.46045826 ... 31.42544906 31.38459722
 31.20264604]";30.32445857074129;29.557077916012087;28.20726266100631;26.606321402218335;[25.5496 25.5587 25.4734 ... 26.2085 26.2083 26.0276];25.77356501746215;25.04074052342407;24.020185717516483;22.259477647058834;[0.9691659  0.96930838 0.96858857 ... 0.96645734 0.96598381 0.96441328];0.969977284066845;0.9637008507559172;0.9526699367451178;0.944873580319727;[0.96529969 0.96527745 0.96470868 ... 0.96485657 0.9647529  0.96347746];0.967361565543367;0.9611593538096745;0.9476961881226121;0.9372023069491041;"[ 18.29030118   5.89008486  25.52183179 ...  84.48286492 100.78573639
 100.78573639]";25.842951340797814;16.1313814394642;19.853580235075707;111.68088815356928;[0.11515443 0.11493848 0.11590327 ... 0.11485899 0.11383394 0.1154303 ];0.10213394284344668;0.09601021597268215;0.08933767255408602;0.1410370890634615;"[11.94026756 11.94175086 11.98018979 ... 10.4048791  10.01099517
  9.90986165]";9.862257706475063;9.552987281467477;9.462610354417748;11.43781906276071;"[17.37513558 17.4313166  16.75887128 ... 13.91494605 12.86035423
 12.27750819]";13.063771912417351;9.548544256793894;12.81674208888539;0.0;2.0;42.5;"[-0.27424671 -0.27424671 -0.27424671 ...  0.54153088  0.54153088
  0.54153088]";0.87432;0.87192;24.2165;0.8057578140008245
46;1918.0;0.3852177441488365;8.333333333333334;13.875;24.0;"[30.53131146 30.55693717 30.46045826 ... 31.8349474  31.78451776
 31.79618943]";30.069771970787446;29.307375873892546;28.17777410793169;26.601141312744765;[25.5496 25.5587 25.4734 ... 26.6384 26.6404 26.6613];25.42687246798604;24.698971850318813;23.841661294380526;22.24604352941177;[0.9691659  0.96930838 0.96858857 ... 0.97120361 0.97078413 0.97056208];0.9670316328024223;0.9606174443422358;0.9559486006194443;0.9447310822610492;[0.96529969 0.96527745 0.96470868 ... 0.96894638 0.96879586 0.96851774];0.9648309516134488;0.9585244426618911;0.9526600329424975;0.9371547688750791;"[18.29030118  5.89008486 25.52183179 ... 46.98195108 52.41756039
 52.41756039]";28.151262487464678;17.75178181534725;19.874701168105876;113.67146999451074;[0.11515443 0.11493848 0.11590327 ... 0.10895916 0.10813823 0.10829607];0.10577518067535173;0.09958898469141896;0.08985981001679123;0.14114843704136007;"[11.94026756 11.94175086 11.98018979 ... 10.36500403 10.26347548
 10.29453117]";10.058588119559385;9.72530042743552;9.45965776893056;11.546715681071435;"[17.37513558 17.4313166  16.75887128 ... 16.50470979 15.38040775
 16.78086239]";11.320609285270066;8.277197788019402;11.100791983423214;0.0;1.0;33.083333333333336;"[-0.29379365 -0.29379365 -0.29379365 ...  0.64708466  0.6477539
  0.6490924 ]";0.90019;0.89818;26.1277;0.8633472439964741
47;1718.0;0.7682835121631117;0.0;22.208333333333332;24.0;"[30.53131146 30.55693717 30.46045826 ... 31.62015883 31.5998203
 31.49431853]";29.839031817759498;29.084367037912347;28.086695836289945;26.569977717147296;[25.5496 25.5587 25.4734 ... 26.4134 26.4484 26.3615];25.130372759022105;24.409171553454243;23.790541251562523;21.89435294117646;[0.9691659  0.96930838 0.96858857 ... 0.96954039 0.96905675 0.96849093];0.9626669995946792;0.9560210285297209;0.9516407759155808;0.9442813419456197;[0.96529969 0.96527745 0.96470868 ... 0.96733974 0.9672476  0.96664526];0.961263164396514;0.9548158189436574;0.9514349008829416;0.938250155719002;"[18.29030118  5.89008486 25.52183179 ... 73.39082558 69.8921207
 69.8921207 ]";35.912474506764944;23.362913498196942;23.9562952411898;134.96755395621219;[0.11515443 0.11493848 0.11590327 ... 0.11215578 0.1105752  0.1119606 ];0.10955522149756182;0.10335888122465624;0.09152342543575877;0.1408791720436015;"[11.94026756 11.94175086 11.98018979 ... 10.36010329 10.20672926
 10.17063906]";10.181515760158035;9.852277580283326;9.535760897713752;11.491792167309912;"[17.37513558 17.4313166  16.75887128 ... 15.54910846 14.95612477
 14.57256609]";9.826531068991368;7.147354643425744;8.652020121353985;0.0;0.0;24.75;"[-0.20053422 -0.20053422 -0.20053422 ...  1.03934571  1.04079279
  1.04213739]";0.96267;0.96126;29.839;1.0
